127.0.0.1 - - [09/Jul/2014:20:42:03 -0300] "HEAD / HTTP/1.1" 200 242 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36"
127.0.0.1 - - [09/Jul/2014:20:42:06 -0300] "GET / HTTP/1.1" 200 3678 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36"
127.0.0.1 - - [09/Jul/2014:20:42:06 -0300] "GET /css/cake.generic.css HTTP/1.1" 200 3846 "http://cakephpblog.dev/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36"
127.0.0.1 - - [09/Jul/2014:20:42:06 -0300] "GET /img/cake.power.gif HTTP/1.1" 200 498 "http://cakephpblog.dev/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36"
127.0.0.1 - - [09/Jul/2014:20:42:06 -0300] "GET /img/cake.icon.png HTTP/1.1" 200 1240 "http://cakephpblog.dev/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36"
127.0.0.1 - - [09/Jul/2014:20:42:06 -0300] "GET /favicon.ico HTTP/1.1" 200 684 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36"
127.0.0.1 - - [09/Jul/2014:20:51:05 -0300] "GET / HTTP/1.1" 200 3679 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36"
127.0.0.1 - - [09/Jul/2014:20:51:05 -0300] "GET /css/cake.generic.css HTTP/1.1" 200 3846 "http://cakephpblog.dev/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36"
127.0.0.1 - - [09/Jul/2014:20:51:05 -0300] "GET /img/cake.power.gif HTTP/1.1" 200 498 "http://cakephpblog.dev/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36"
127.0.0.1 - - [09/Jul/2014:20:51:05 -0300] "GET /img/cake.icon.png HTTP/1.1" 200 1240 "http://cakephpblog.dev/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36"
127.0.0.1 - - [09/Jul/2014:21:10:11 -0300] "GET / HTTP/1.1" 200 3355 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36"
127.0.0.1 - - [09/Jul/2014:21:10:11 -0300] "GET /css/cake.generic.css HTTP/1.1" 200 3846 "http://cakephpblog.dev/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36"
127.0.0.1 - - [09/Jul/2014:21:10:11 -0300] "GET /img/cake.power.gif HTTP/1.1" 200 497 "http://cakephpblog.dev/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36"
127.0.0.1 - - [09/Jul/2014:21:10:11 -0300] "GET /img/cake.icon.png HTTP/1.1" 200 1240 "http://cakephpblog.dev/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36"
127.0.0.1 - - [09/Jul/2014:21:13:30 -0300] "GET / HTTP/1.1" 200 2344 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36"
127.0.0.1 - - [09/Jul/2014:21:13:30 -0300] "GET /css/cake.generic.css HTTP/1.1" 200 3846 "http://cakephpblog.dev/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36"
127.0.0.1 - - [09/Jul/2014:21:13:30 -0300] "GET /img/cake.power.gif HTTP/1.1" 304 192 "http://cakephpblog.dev/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36"
127.0.0.1 - - [09/Jul/2014:21:13:30 -0300] "GET /img/cake.icon.png HTTP/1.1" 304 193 "http://cakephpblog.dev/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36"
127.0.0.1 - - [09/Jul/2014:22:39:18 -0300] "GET / HTTP/1.1" 200 2344 "-" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36"
127.0.0.1 - - [09/Jul/2014:22:39:18 -0300] "GET /css/cake.generic.css HTTP/1.1" 200 3846 "http://cakephpblog.dev/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36"
